geography_level,geography_id,geography_name,statistical_population_available,statistical_household_available,resident_total_raw,resident_total,resident_total_quality_flag,private_households_total_raw,private_households_total,private_households_total_quality_flag,hh1_raw,hh1,hh1_quality_flag,hh2_raw,hh2,hh2_quality_flag,hh3_raw,hh3,hh3_quality_flag,hh4_raw,hh4,hh4_quality_flag,hh5_raw,hh5,hh5_quality_flag,hh6plus_raw,hh6plus,hh6plus_quality_flag,private_person_lower_bound_from_hhsize,resident_minus_private_lower_bound,residual_sign,residual_valid_as_exact_nonprivate_count,residual_interpretation,n_disclosure_adjusted_zero_cells_relevant
PLR,09200717,Dörpfeldstraße West ,True,True,9.291,9291,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.547,5547,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.351,3351,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.303,1303,NORMAL_DISCLOSURE_CONTROLLED_COUNT,514,514,NORMAL_DISCLOSURE_CONTROLLED_COUNT,247,247,NORMAL_DISCLOSURE_CONTROLLED_COUNT,83,83,NORMAL_DISCLOSURE_CONTROLLED_COUNT,52,52,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9214,77,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09200818,Spindlersfeld,True,True,3.545,3545,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.104,2104,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.222,1222,NORMAL_DISCLOSURE_CONTROLLED_COUNT,577,577,NORMAL_DISCLOSURE_CONTROLLED_COUNT,178,178,NORMAL_DISCLOSURE_CONTROLLED_COUNT,95,95,NORMAL_DISCLOSURE_CONTROLLED_COUNT,25,25,NORMAL_DISCLOSURE_CONTROLLED_COUNT,11,11,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3481,64,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09200819,Köllnische Vorstadt,True,True,8.308,8308,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.497,4497,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.450,2450,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.064,1064,NORMAL_DISCLOSURE_CONTROLLED_COUNT,525,525,NORMAL_DISCLOSURE_CONTROLLED_COUNT,308,308,NORMAL_DISCLOSURE_CONTROLLED_COUNT,96,96,NORMAL_DISCLOSURE_CONTROLLED_COUNT,54,54,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8189,119,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09300920,Dorf Altglienicke,True,True,12.150,12150,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.392,5392,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.771,1771,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.853,1853,NORMAL_DISCLOSURE_CONTROLLED_COUNT,891,891,NORMAL_DISCLOSURE_CONTROLLED_COUNT,626,626,NORMAL_DISCLOSURE_CONTROLLED_COUNT,174,174,NORMAL_DISCLOSURE_CONTROLLED_COUNT,82,82,NORMAL_DISCLOSURE_CONTROLLED_COUNT,12016,134,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09300921,Preußen Siedlung,True,True,2.747,2747,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.264,1264,NORMAL_DISCLOSURE_CONTROLLED_COUNT,422,422,NORMAL_DISCLOSURE_CONTROLLED_COUNT,471,471,NORMAL_DISCLOSURE_CONTROLLED_COUNT,194,194,NORMAL_DISCLOSURE_CONTROLLED_COUNT,127,127,NORMAL_DISCLOSURE_CONTROLLED_COUNT,42,42,NORMAL_DISCLOSURE_CONTROLLED_COUNT,15,15,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2754,-7,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09300922,Kosmos Viertel,True,True,5.704,5704,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.017,3017,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.496,1496,NORMAL_DISCLOSURE_CONTROLLED_COUNT,851,851,NORMAL_DISCLOSURE_CONTROLLED_COUNT,341,341,NORMAL_DISCLOSURE_CONTROLLED_COUNT,207,207,NORMAL_DISCLOSURE_CONTROLLED_COUNT,75,75,NORMAL_DISCLOSURE_CONTROLLED_COUNT,38,38,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5652,52,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09300923,Kölner Viertel,True,True,8.000,8000,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.538,3538,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.243,1243,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.087,1087,NORMAL_DISCLOSURE_CONTROLLED_COUNT,600,600,NORMAL_DISCLOSURE_CONTROLLED_COUNT,402,402,NORMAL_DISCLOSURE_CONTROLLED_COUNT,134,134,NORMAL_DISCLOSURE_CONTROLLED_COUNT,70,70,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7915,85,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09301024,Falkenberg,True,True,2.986,2986,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.326,1326,NORMAL_DISCLOSURE_CONTROLLED_COUNT,423,423,NORMAL_DISCLOSURE_CONTROLLED_COUNT,494,494,NORMAL_DISCLOSURE_CONTROLLED_COUNT,225,225,NORMAL_DISCLOSURE_CONTROLLED_COUNT,129,129,NORMAL_DISCLOSURE_CONTROLLED_COUNT,39,39,NORMAL_DISCLOSURE_CONTROLLED_COUNT,15,15,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2887,99,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09301025,Alt-Bohnsdorf,True,True,10.634,10634,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.946,4946,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.754,1754,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.874,1874,NORMAL_DISCLOSURE_CONTROLLED_COUNT,718,718,NORMAL_DISCLOSURE_CONTROLLED_COUNT,391,391,NORMAL_DISCLOSURE_CONTROLLED_COUNT,127,127,NORMAL_DISCLOSURE_CONTROLLED_COUNT,80,80,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10335,299,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09301126,Grünau,True,True,7.391,7391,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.137,4137,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.187,2187,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.161,1161,NORMAL_DISCLOSURE_CONTROLLED_COUNT,462,462,NORMAL_DISCLOSURE_CONTROLLED_COUNT,240,240,NORMAL_DISCLOSURE_CONTROLLED_COUNT,65,65,NORMAL_DISCLOSURE_CONTROLLED_COUNT,26,26,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7336,55,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09301227,Karolinenhof,True,True,1.852,1852,NORMAL_DISCLOSURE_CONTROLLED_COUNT,869,869,NORMAL_DISCLOSURE_CONTROLLED_COUNT,291,291,NORMAL_DISCLOSURE_CONTROLLED_COUNT,333,333,NORMAL_DISCLOSURE_CONTROLLED_COUNT,127,127,NORMAL_DISCLOSURE_CONTROLLED_COUNT,83,83,NORMAL_DISCLOSURE_CONTROLLED_COUNT,25,25,NORMAL_DISCLOSURE_CONTROLLED_COUNT,11,11,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1861,-9,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09301228,Schmöckwitz/Rauchfangswerder,True,True,2.585,2585,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.192,1192,NORMAL_DISCLOSURE_CONTROLLED_COUNT,403,403,NORMAL_DISCLOSURE_CONTROLLED_COUNT,422,422,NORMAL_DISCLOSURE_CONTROLLED_COUNT,184,184,NORMAL_DISCLOSURE_CONTROLLED_COUNT,118,118,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,26,26,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2607,-22,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09401329,Kietzer Feld/ Nachtheide,True,True,10.112,10112,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.819,5819,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.879,2879,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.033,2033,NORMAL_DISCLOSURE_CONTROLLED_COUNT,552,552,NORMAL_DISCLOSURE_CONTROLLED_COUNT,266,266,NORMAL_DISCLOSURE_CONTROLLED_COUNT,56,56,NORMAL_DISCLOSURE_CONTROLLED_COUNT,32,32,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10137,-25,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09401330,Wendenschloß,True,True,1.848,1848,NORMAL_DISCLOSURE_CONTROLLED_COUNT,883,883,NORMAL_DISCLOSURE_CONTROLLED_COUNT,325,325,NORMAL_DISCLOSURE_CONTROLLED_COUNT,327,327,NORMAL_DISCLOSURE_CONTROLLED_COUNT,112,112,NORMAL_DISCLOSURE_CONTROLLED_COUNT,83,83,NORMAL_DISCLOSURE_CONTROLLED_COUNT,20,20,NORMAL_DISCLOSURE_CONTROLLED_COUNT,11,11,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1813,35,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09401431,Allende I,True,True,5.668,5668,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.991,2991,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.531,1531,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.027,1027,NORMAL_DISCLOSURE_CONTROLLED_COUNT,249,249,NORMAL_DISCLOSURE_CONTROLLED_COUNT,127,127,NORMAL_DISCLOSURE_CONTROLLED_COUNT,37,37,NORMAL_DISCLOSURE_CONTROLLED_COUNT,23,23,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5163,505,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09401432,Siedlung Kämmereiheide,True,True,1.505,1505,NORMAL_DISCLOSURE_CONTROLLED_COUNT,699,699,NORMAL_DISCLOSURE_CONTROLLED_COUNT,250,250,NORMAL_DISCLOSURE_CONTROLLED_COUNT,228,228,NORMAL_DISCLOSURE_CONTROLLED_COUNT,122,122,NORMAL_DISCLOSURE_CONTROLLED_COUNT,77,77,NORMAL_DISCLOSURE_CONTROLLED_COUNT,15,15,NORMAL_DISCLOSURE_CONTROLLED_COUNT,11,11,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1521,-16,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09401433,Allende II ,True,True,4.318,4318,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.317,2317,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.294,1294,NORMAL_DISCLOSURE_CONTROLLED_COUNT,678,678,NORMAL_DISCLOSURE_CONTROLLED_COUNT,187,187,NORMAL_DISCLOSURE_CONTROLLED_COUNT,106,106,NORMAL_DISCLOSURE_CONTROLLED_COUNT,35,35,NORMAL_DISCLOSURE_CONTROLLED_COUNT,13,13,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3888,430,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09401534,Altstadt Köpenick,True,True,7.248,7248,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.858,3858,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.114,2114,NORMAL_DISCLOSURE_CONTROLLED_COUNT,896,896,NORMAL_DISCLOSURE_CONTROLLED_COUNT,443,443,NORMAL_DISCLOSURE_CONTROLLED_COUNT,265,265,NORMAL_DISCLOSURE_CONTROLLED_COUNT,88,88,NORMAL_DISCLOSURE_CONTROLLED_COUNT,50,50,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7035,213,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09401635,Müggelheim,True,True,6.801,6801,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.129,3129,NORMAL_DISCLOSURE_CONTROLLED_COUNT,907,907,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.302,1302,NORMAL_DISCLOSURE_CONTROLLED_COUNT,508,508,NORMAL_DISCLOSURE_CONTROLLED_COUNT,300,300,NORMAL_DISCLOSURE_CONTROLLED_COUNT,75,75,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6826,-25,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09501736,Hirschgarten,True,True,4.460,4460,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.408,2408,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.251,1251,NORMAL_DISCLOSURE_CONTROLLED_COUNT,699,699,NORMAL_DISCLOSURE_CONTROLLED_COUNT,282,282,NORMAL_DISCLOSURE_CONTROLLED_COUNT,141,141,NORMAL_DISCLOSURE_CONTROLLED_COUNT,30,30,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7,7,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4251,209,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09501737,Alt-Friedrichshagen,True,True,13.968,13968,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7.401,7401,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.911,3911,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.017,2017,NORMAL_DISCLOSURE_CONTROLLED_COUNT,765,765,NORMAL_DISCLOSURE_CONTROLLED_COUNT,496,496,NORMAL_DISCLOSURE_CONTROLLED_COUNT,137,137,NORMAL_DISCLOSURE_CONTROLLED_COUNT,82,82,NORMAL_DISCLOSURE_CONTROLLED_COUNT,13401,567,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09501838,Rahnsdorf,True,True,10.378,10378,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.697,4697,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.587,1587,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.806,1806,NORMAL_DISCLOSURE_CONTROLLED_COUNT,712,712,NORMAL_DISCLOSURE_CONTROLLED_COUNT,403,403,NORMAL_DISCLOSURE_CONTROLLED_COUNT,129,129,NORMAL_DISCLOSURE_CONTROLLED_COUNT,62,62,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9964,414,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09501939,Bahnhofstraße,True,True,6.233,6233,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.492,3492,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.937,1937,NORMAL_DISCLOSURE_CONTROLLED_COUNT,889,889,NORMAL_DISCLOSURE_CONTROLLED_COUNT,383,383,NORMAL_DISCLOSURE_CONTROLLED_COUNT,204,204,NORMAL_DISCLOSURE_CONTROLLED_COUNT,57,57,NORMAL_DISCLOSURE_CONTROLLED_COUNT,28,28,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6133,100,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09501940,Güterbahnhof Köpenick,True,True,2.631,2631,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.612,1612,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.006,1006,NORMAL_DISCLOSURE_CONTROLLED_COUNT,355,355,NORMAL_DISCLOSURE_CONTROLLED_COUNT,137,137,NORMAL_DISCLOSURE_CONTROLLED_COUNT,74,74,NORMAL_DISCLOSURE_CONTROLLED_COUNT,19,19,NORMAL_DISCLOSURE_CONTROLLED_COUNT,14,14,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2602,29,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09501941,Friedrichshagener Straße,True,True,2.688,2688,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.673,1673,NORMAL_DISCLOSURE_CONTROLLED_COUNT,971,971,NORMAL_DISCLOSURE_CONTROLLED_COUNT,479,479,NORMAL_DISCLOSURE_CONTROLLED_COUNT,141,141,NORMAL_DISCLOSURE_CONTROLLED_COUNT,68,68,NORMAL_DISCLOSURE_CONTROLLED_COUNT,6,6,NORMAL_DISCLOSURE_CONTROLLED_COUNT,9,9,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2708,-20,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09502042,Mittelheide,True,True,4.301,4301,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.323,2323,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.188,1188,NORMAL_DISCLOSURE_CONTROLLED_COUNT,634,634,NORMAL_DISCLOSURE_CONTROLLED_COUNT,277,277,NORMAL_DISCLOSURE_CONTROLLED_COUNT,146,146,NORMAL_DISCLOSURE_CONTROLLED_COUNT,50,50,NORMAL_DISCLOSURE_CONTROLLED_COUNT,28,28,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4289,12,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,09502043,Dammheide,True,True,8.736,8736,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.919,4919,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.669,2669,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.382,1382,NORMAL_DISCLOSURE_CONTROLLED_COUNT,473,473,NORMAL_DISCLOSURE_CONTROLLED_COUNT,265,265,NORMAL_DISCLOSURE_CONTROLLED_COUNT,70,70,NORMAL_DISCLOSURE_CONTROLLED_COUNT,62,62,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8634,102,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100101,Marzahn West,True,True,5.645,5645,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.963,2963,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.411,1411,NORMAL_DISCLOSURE_CONTROLLED_COUNT,882,882,NORMAL_DISCLOSURE_CONTROLLED_COUNT,377,377,NORMAL_DISCLOSURE_CONTROLLED_COUNT,191,191,NORMAL_DISCLOSURE_CONTROLLED_COUNT,75,75,NORMAL_DISCLOSURE_CONTROLLED_COUNT,33,33,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5643,2,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100102,Rosenbecker Straße ,True,True,3.599,3599,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.948,1948,NORMAL_DISCLOSURE_CONTROLLED_COUNT,943,943,NORMAL_DISCLOSURE_CONTROLLED_COUNT,592,592,NORMAL_DISCLOSURE_CONTROLLED_COUNT,233,233,NORMAL_DISCLOSURE_CONTROLLED_COUNT,129,129,NORMAL_DISCLOSURE_CONTROLLED_COUNT,36,36,NORMAL_DISCLOSURE_CONTROLLED_COUNT,14,14,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3606,-7,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100103,Wittenberger Straße ,True,True,7.604,7604,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.889,3889,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.018,2018,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.089,1089,NORMAL_DISCLOSURE_CONTROLLED_COUNT,394,394,NORMAL_DISCLOSURE_CONTROLLED_COUNT,244,244,NORMAL_DISCLOSURE_CONTROLLED_COUNT,92,92,NORMAL_DISCLOSURE_CONTROLLED_COUNT,48,48,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7102,502,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100104,Golliner Straße ,True,True,7.428,7428,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.773,3773,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.763,1763,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.045,1045,NORMAL_DISCLOSURE_CONTROLLED_COUNT,476,476,NORMAL_DISCLOSURE_CONTROLLED_COUNT,322,322,NORMAL_DISCLOSURE_CONTROLLED_COUNT,118,118,NORMAL_DISCLOSURE_CONTROLLED_COUNT,49,49,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7453,-25,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100205,Gewerbegebiet Bitterfelder Straße ,True,True,920,920,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10,10,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5,5,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3,3,NORMAL_DISCLOSURE_CONTROLLED_COUNT,–,0,ZERO_OR_DISCLOSURE_ADJUSTED_ZERO,–,0,ZERO_OR_DISCLOSURE_ADJUSTED_ZERO,–,0,ZERO_OR_DISCLOSURE_ADJUSTED_ZERO,–,0,ZERO_OR_DISCLOSURE_ADJUSTED_ZERO,11,909,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",4
PLR,10100206,Wuhletalstraße ,True,True,10.627,10627,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.678,5678,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.926,2926,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.573,1573,NORMAL_DISCLOSURE_CONTROLLED_COUNT,558,558,NORMAL_DISCLOSURE_CONTROLLED_COUNT,421,421,NORMAL_DISCLOSURE_CONTROLLED_COUNT,142,142,NORMAL_DISCLOSURE_CONTROLLED_COUNT,60,60,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10500,127,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100207,Ahrensfelder Berge ,True,True,7.983,7983,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.752,4752,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.794,2794,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.166,1166,NORMAL_DISCLOSURE_CONTROLLED_COUNT,429,429,NORMAL_DISCLOSURE_CONTROLLED_COUNT,239,239,NORMAL_DISCLOSURE_CONTROLLED_COUNT,80,80,NORMAL_DISCLOSURE_CONTROLLED_COUNT,42,42,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8021,-38,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100208,Bürgerpark ,True,True,8.988,8988,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.746,5746,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.677,3677,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.360,1360,NORMAL_DISCLOSURE_CONTROLLED_COUNT,408,408,NORMAL_DISCLOSURE_CONTROLLED_COUNT,212,212,NORMAL_DISCLOSURE_CONTROLLED_COUNT,71,71,NORMAL_DISCLOSURE_CONTROLLED_COUNT,15,15,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8914,74,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100209,Lea-Grundig-Straße ,True,True,8.092,8092,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.920,3920,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.845,1845,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.276,1276,NORMAL_DISCLOSURE_CONTROLLED_COUNT,426,426,NORMAL_DISCLOSURE_CONTROLLED_COUNT,235,235,NORMAL_DISCLOSURE_CONTROLLED_COUNT,90,90,NORMAL_DISCLOSURE_CONTROLLED_COUNT,45,45,NORMAL_DISCLOSURE_CONTROLLED_COUNT,7335,757,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100210,Marzahner Promenade ,True,True,10.306,10306,NORMAL_DISCLOSURE_CONTROLLED_COUNT,5.694,5694,NORMAL_DISCLOSURE_CONTROLLED_COUNT,3.056,3056,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.552,1552,NORMAL_DISCLOSURE_CONTROLLED_COUNT,524,524,NORMAL_DISCLOSURE_CONTROLLED_COUNT,391,391,NORMAL_DISCLOSURE_CONTROLLED_COUNT,113,113,NORMAL_DISCLOSURE_CONTROLLED_COUNT,55,55,NORMAL_DISCLOSURE_CONTROLLED_COUNT,10191,115,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100311,Marzahner Chaussee ,True,True,2.066,2066,NORMAL_DISCLOSURE_CONTROLLED_COUNT,1.092,1092,NORMAL_DISCLOSURE_CONTROLLED_COUNT,521,521,NORMAL_DISCLOSURE_CONTROLLED_COUNT,326,326,NORMAL_DISCLOSURE_CONTROLLED_COUNT,128,128,NORMAL_DISCLOSURE_CONTROLLED_COUNT,84,84,NORMAL_DISCLOSURE_CONTROLLED_COUNT,23,23,NORMAL_DISCLOSURE_CONTROLLED_COUNT,13,13,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2086,-20,NEGATIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
PLR,10100312,Springpfuhl ,True,True,14.670,14670,NORMAL_DISCLOSURE_CONTROLLED_COUNT,8.321,8321,NORMAL_DISCLOSURE_CONTROLLED_COUNT,4.732,4732,NORMAL_DISCLOSURE_CONTROLLED_COUNT,2.277,2277,NORMAL_DISCLOSURE_CONTROLLED_COUNT,695,695,NORMAL_DISCLOSURE_CONTROLLED_COUNT,418,418,NORMAL_DISCLOSURE_CONTROLLED_COUNT,113,113,NORMAL_DISCLOSURE_CONTROLLED_COUNT,80,80,NORMAL_DISCLOSURE_CONTROLLED_COUNT,14088,582,POSITIVE,False,"NOT_EXACT: mixes >6 members, non-private residents, and independently disclosure-controlled marginals",0
